Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Distance (cm)	Dist Error (cm)
76.640	22.980	0.239
76.650	22.882	0.239
76.660	22.726	0.239
76.670	22.631	0.239
76.680	22.550	0.239
76.690	22.420	0.239
76.700	22.334	0.239
76.710	22.286	0.239
76.720	22.234	0.239
76.730	22.174	0.239
76.740	22.135	0.239
76.750	22.096	0.239
76.760	22.070	0.239
76.770	22.074	0.239
76.780	22.082	0.239
76.790	22.116	0.239
76.800	22.155	0.239
76.810	22.210	0.239
76.820	22.274	0.239
76.830	22.326	0.239
76.840	22.386	0.239
76.850	22.514	0.239
76.860	22.604	0.239
76.870	22.695	0.239
76.880	22.836	0.239
76.890	22.952	0.239
76.900	23.067	0.239
76.910	23.235	0.239
76.920	23.351	0.239
76.930	23.505	0.239
76.940	23.629	0.239
76.950	23.776	0.239
76.960	23.934	0.239
76.970	24.084	0.239
76.980	24.226	0.239
76.990	24.389	0.239
77.000	24.513	0.239
77.010	24.664	0.239
77.020	24.801	0.239
77.030	24.925	0.239
77.040	25.045	0.239
77.050	25.170	0.239
77.060	25.273	0.239
77.070	25.358	0.239
77.080	25.444	0.239
77.090	25.534	0.239
77.100	25.611	0.239
77.110	25.649	0.239
77.120	25.662	0.239
77.130	25.688	0.239
77.140	25.705	0.239
77.150	25.708	0.239
77.160	25.713	0.239
77.170	25.686	0.239
77.180	25.656	0.239
77.190	25.630	0.239
77.200	25.582	0.239
77.210	25.483	0.239
77.220	25.406	0.239
77.230	25.328	0.239
77.240	25.246	0.239
77.250	25.112	0.239
77.260	24.996	0.239
77.270	24.888	0.239
77.280	24.750	0.239
77.290	24.612	0.239
77.300	24.474	0.239
77.310	24.320	0.239
77.320	24.199	0.239
77.330	24.052	0.239
77.340	23.906	0.239
77.350	23.742	0.239
77.360	23.608	0.239
77.370	23.441	0.239
77.380	23.311	0.239
77.390	23.177	0.239
77.400	23.010	0.239
77.410	22.932	0.239
77.420	22.772	0.239
77.430	22.648	0.239
77.440	22.574	0.239
77.450	22.453	0.239
77.460	22.342	0.239
77.470	22.294	0.239
77.480	22.242	0.239
77.490	22.177	0.239
77.500	22.108	0.239
77.510	22.065	0.239
77.520	22.056	0.239
77.530	22.043	0.239
77.540	22.042	0.239
77.550	22.072	0.239
77.560	22.111	0.239
77.570	22.170	0.239
77.580	22.243	0.239
77.590	22.286	0.239
77.600	22.324	0.239
77.610	22.440	0.239
77.620	22.560	0.239
77.630	22.637	0.239
77.640	22.757	0.239
77.650	22.903	0.239
77.660	23.006	0.239
77.670	23.161	0.239
77.680	23.294	0.239
77.690	23.435	0.239
77.700	23.585	0.239
77.710	23.723	0.239
77.720	23.881	0.239
77.730	24.031	0.239
77.740	24.173	0.239
77.750	24.328	0.239
77.760	24.473	0.239
77.770	24.602	0.239
77.780	24.753	0.239
77.790	24.877	0.239
77.800	25.010	0.239
77.810	25.113	0.239
77.820	25.224	0.239
77.830	25.331	0.239
77.840	25.404	0.239
77.850	25.477	0.239
77.860	25.567	0.239
77.870	25.627	0.239
77.880	25.648	0.239
77.890	25.643	0.239
77.900	25.656	0.239
77.910	25.665	0.239
77.920	25.668	0.239
77.930	25.655	0.239
77.940	25.646	0.239
77.950	25.612	0.239
77.960	25.568	0.239
77.970	25.508	0.239
77.980	25.409	0.239
77.990	25.335	0.239
78.000	25.253	0.239
78.010	25.146	0.239
78.020	25.020	0.239
78.030	24.921	0.239
78.040	24.809	0.239
78.050	24.676	0.239
78.060	24.546	0.239
78.070	24.396	0.239
78.080	24.253	0.239
78.090	24.115	0.239
78.100	23.965	0.239
78.110	23.822	0.239
78.120	23.671	0.239
78.130	23.530	0.239
78.140	23.370	0.239
78.150	23.254	0.239
78.160	23.094	0.239
78.170	22.978	0.239
78.180	22.861	0.239
78.190	22.715	0.239
78.200	22.633	0.239
78.210	22.542	0.239
78.220	22.418	0.239
78.230	22.353	0.239
78.240	22.288	0.239
78.250	22.253	0.239
78.260	22.201	0.239
78.270	22.154	0.239
78.280	22.132	0.239
78.290	22.114	0.239
78.300	22.105	0.239
78.310	22.136	0.239
78.320	22.161	0.239
78.330	22.208	0.239
78.340	22.263	0.239
78.350	22.311	0.239
78.360	22.357	0.239
78.370	22.469	0.239
78.380	22.568	0.239
78.390	22.662	0.239
78.400	22.760	0.239
78.410	22.893	0.239
78.420	23.005	0.239
78.430	23.146	0.239
78.440	23.275	0.239
78.450	23.408	0.239
78.460	23.567	0.239
78.470	23.691	0.239
78.480	23.850	0.239
78.490	23.970	0.239
78.500	24.103	0.239
78.510	24.262	0.239
78.520	24.412	0.239
78.530	24.541	0.239
78.540	24.687	0.239
78.550	24.798	0.239
78.560	24.940	0.239
78.570	25.047	0.239
78.580	25.150	0.239
78.590	25.270	0.239
78.600	25.343	0.239
78.610	25.407	0.239
78.620	25.497	0.239
78.630	25.578	0.239
78.640	25.613	0.239
78.650	25.638	0.239
78.660	25.642	0.239
78.670	25.663	0.239
78.680	25.659	0.239
78.690	25.641	0.239
78.700	25.637	0.239
78.710	25.606	0.239
78.720	25.550	0.239
78.730	25.477	0.239
78.740	25.399	0.239
78.750	25.325	0.239
78.760	25.260	0.239
78.770	25.127	0.239
78.780	25.011	0.239
78.790	24.954	0.239
78.800	24.812	0.239
78.810	24.700	0.239
78.820	24.562	0.239
78.830	24.420	0.239
78.840	24.291	0.239
78.850	24.132	0.239
78.860	23.981	0.239
78.870	23.847	0.239
78.880	23.679	0.239
78.890	23.546	0.239
78.900	23.395	0.239
78.910	23.270	0.239
78.920	23.115	0.239
78.930	22.990	0.239
78.940	22.895	0.239
78.950	22.748	0.239
78.960	22.640	0.239
78.970	22.554	0.239
78.980	22.455	0.239
78.990	22.351	0.239
79.000	22.300	0.239
79.010	22.261	0.239
79.020	22.213	0.239
79.030	22.152	0.239
79.040	22.122	0.239
79.050	22.100	0.239
79.060	22.091	0.239
79.070	22.117	0.239
79.080	22.147	0.239
79.090	22.206	0.239
79.100	22.254	0.239
79.110	22.292	0.239
79.120	22.339	0.239
79.130	22.429	0.239
79.140	22.541	0.239
79.150	22.635	0.239
79.160	22.716	0.239
79.170	22.858	0.239
79.180	22.978	0.239
79.190	23.094	0.239
79.200	23.239	0.239
79.210	23.368	0.239
79.220	23.518	0.239
79.230	23.656	0.239
79.240	23.810	0.239
79.250	23.956	0.239
79.260	24.115	0.239
79.270	24.252	0.239
79.280	24.364	0.239
79.290	24.510	0.239
79.300	24.642	0.239
79.310	24.758	0.239
79.320	24.909	0.239
79.330	25.011	0.239
79.340	25.123	0.239
79.350	25.243	0.239
79.360	25.329	0.239
79.370	25.393	0.239
79.380	25.483	0.239
79.390	25.564	0.239
79.400	25.624	0.239
79.410	25.649	0.239
79.420	25.653	0.239
79.430	25.671	0.239
79.440	25.670	0.239
79.450	25.661	0.239
79.460	25.653	0.239
79.470	25.631	0.239
79.480	25.596	0.239
79.490	25.548	0.239
79.500	25.453	0.239
79.510	25.371	0.239
79.520	25.307	0.239
79.530	25.203	0.239
79.540	25.095	0.239
79.550	24.996	0.239
79.560	24.858	0.239
79.570	24.729	0.239
79.580	24.608	0.239
79.590	24.466	0.239
79.600	24.320	0.239
79.610	24.169	0.239
79.620	24.022	0.239
79.630	23.889	0.239
79.640	23.755	0.239
79.650	23.617	0.239
79.660	23.475	0.239
79.670	23.320	0.239
79.680	23.217	0.239
79.690	23.048	0.239
79.700	22.945	0.239
79.710	22.820	0.239
79.720	22.691	0.239
79.730	22.609	0.239
79.740	22.518	0.239
79.750	22.397	0.239
79.760	22.324	0.239
79.770	22.285	0.239
79.780	22.242	0.239
79.790	22.186	0.239
79.800	22.155	0.239
79.810	22.125	0.239
79.820	22.120	0.239
79.830	22.120	0.239
79.840	22.137	0.239
79.850	22.188	0.239
79.860	22.240	0.239
79.870	22.282	0.239
79.880	22.333	0.239
79.890	22.389	0.239
79.900	22.501	0.239
79.910	22.608	0.239
79.920	22.676	0.239
79.930	22.792	0.239
79.940	22.934	0.239
79.950	23.028	0.239
79.960	23.200	0.239
79.970	23.311	0.239
79.980	23.453	0.239
79.990	23.611	0.239
80.000	23.736	0.239
80.010	23.886	0.239
80.020	24.045	0.239
80.030	24.178	0.239
80.040	24.324	0.239
80.050	24.465	0.239
80.060	24.598	0.239
80.070	24.736	0.239
80.080	24.856	0.239
80.090	24.984	0.239
80.100	25.096	0.239
80.110	25.169	0.239
80.120	25.272	0.239
80.130	25.353	0.239
80.140	25.421	0.239
80.150	25.486	0.239
80.160	25.567	0.239
80.170	25.610	0.239
80.180	25.622	0.239
80.190	25.643	0.239
80.200	25.643	0.239
80.210	25.634	0.239
80.220	25.634	0.239
80.230	25.608	0.239
80.240	25.590	0.239
80.250	25.526	0.239
80.260	25.426	0.239
80.270	25.361	0.239
80.280	25.297	0.239
80.290	25.223	0.239
80.300	25.128	0.239
80.310	25.017	0.239
80.320	24.896	0.239
80.330	24.779	0.239
80.340	24.654	0.239
80.350	24.504	0.239
80.360	24.374	0.239
80.370	24.237	0.239
80.380	24.081	0.239
80.390	23.948	0.239
80.400	23.797	0.239
80.410	23.659	0.239
80.420	23.517	0.239
80.430	23.362	0.239
80.440	23.254	0.239
80.450	23.094	0.239
80.460	22.970	0.239
80.470	22.875	0.239
80.480	22.732	0.239
80.490	22.633	0.239
80.500	22.556	0.239
80.510	22.448	0.239
80.520	22.362	0.239
80.530	22.310	0.239
80.540	22.271	0.239
80.550	22.240	0.239
80.560	22.197	0.239
80.570	22.166	0.239
80.580	22.162	0.239
80.590	22.162	0.239
80.600	22.179	0.239
80.610	22.217	0.239
80.620	22.256	0.239
80.630	22.289	0.239
80.640	22.341	0.239
80.650	22.405	0.239
80.660	22.512	0.239
80.670	22.606	0.239
80.680	22.684	0.239
80.690	22.812	0.239
80.700	22.937	0.239
80.710	23.031	0.239
80.720	23.194	0.239
80.730	23.310	0.239
80.740	23.443	0.239
80.750	23.602	0.239
80.760	23.730	0.239
80.770	23.842	0.239
80.780	24.000	0.239
80.790	24.138	0.239
80.800	24.275	0.239
80.810	24.434	0.239
80.820	24.558	0.239
80.830	24.700	0.239
80.840	24.824	0.239
80.850	24.944	0.239
80.860	25.052	0.239
80.870	25.155	0.239
80.880	25.257	0.239
80.890	25.347	0.239
80.900	25.403	0.239
80.910	25.471	0.239
80.920	25.557	0.239
80.930	25.613	0.239
80.940	25.634	0.239
80.950	25.651	0.239
80.960	25.650	0.239
80.970	25.659	0.239
80.980	25.646	0.239
80.990	25.632	0.239
81.000	25.615	0.239
81.010	25.546	0.239
81.020	25.455	0.239
81.030	25.391	0.239
81.040	25.313	0.239
81.050	25.222	0.239
81.060	25.119	0.239
81.070	25.015	0.239
81.080	24.899	0.239
81.090	24.770	0.239
81.100	24.670	0.239
81.110	24.541	0.239
81.120	24.403	0.239
81.130	24.261	0.239
81.140	24.123	0.239
81.150	23.981	0.239
81.160	23.826	0.239
81.170	23.688	0.239
81.180	23.559	0.239
81.190	23.382	0.239
81.200	23.278	0.239
81.210	23.128	0.239
81.220	22.986	0.239
81.230	22.899	0.239
81.240	22.749	0.239
81.250	22.658	0.239
81.260	22.580	0.239
81.270	22.473	0.239
81.280	22.373	0.239
81.290	22.317	0.239
81.300	22.274	0.239
81.310	22.252	0.239
81.320	22.200	0.239
81.330	22.161	0.239
81.340	22.152	0.239
81.350	22.148	0.239
81.360	22.160	0.239
81.370	22.199	0.239
81.380	22.237	0.239
81.390	22.288	0.239
81.400	22.318	0.239
81.410	22.369	0.239
81.420	22.477	0.239
81.430	22.575	0.239
81.440	22.648	0.239
81.450	22.755	0.239
81.460	22.888	0.239
81.470	22.983	0.239
81.480	23.133	0.239
81.490	23.266	0.239
81.500	23.381	0.239
81.510	23.549	0.239
81.520	23.678	0.239
81.530	23.819	0.239
81.540	23.969	0.239
81.550	24.111	0.239
81.560	24.265	0.239
81.570	24.398	0.239
81.580	24.527	0.239
81.590	24.673	0.239
81.600	24.789	0.239
81.610	24.904	0.239
81.620	25.003	0.239
81.630	25.110	0.239
81.640	25.209	0.239
81.650	25.308	0.239
81.660	25.372	0.239
81.670	25.440	0.239
81.680	25.508	0.239
81.690	25.569	0.239
81.700	25.616	0.239
81.710	25.628	0.239
81.720	25.632	0.239
81.730	25.640	0.239
81.740	25.631	0.239
81.750	25.614	0.239
81.760	25.597	0.239
81.770	25.545	0.239
81.780	25.462	0.239
81.790	25.394	0.239
81.800	25.324	0.239
81.810	25.242	0.239
81.820	25.152	0.239
81.830	25.035	0.239
81.840	24.945	0.239
81.850	24.820	0.239
81.860	24.691	0.239
81.870	24.596	0.239
81.880	24.462	0.239
81.890	24.324	0.239
81.900	24.186	0.239
81.910	24.044	0.239
81.920	23.893	0.239
81.930	23.755	0.239
81.940	23.618	0.239
81.950	23.463	0.239
81.960	23.333	0.239
81.970	23.213	0.239
81.980	23.066	0.239
81.990	22.962	0.239
82.000	22.842	0.239
82.010	22.721	0.239
82.020	22.630	0.239
82.030	22.544	0.239
82.040	22.449	0.239
82.050	22.367	0.239
82.060	22.311	0.239
82.070	22.285	0.239
82.080	22.250	0.239
82.090	22.220	0.239
82.100	22.203	0.239
82.110	22.194	0.239
82.120	22.211	0.239
82.130	22.228	0.239
82.140	22.249	0.239
82.150	22.291	0.239
82.160	22.321	0.239
82.170	22.364	0.239
82.180	22.475	0.239
82.190	22.570	0.239
82.200	22.643	0.239
82.210	22.728	0.239
82.220	22.874	0.239
82.230	22.968	0.239
82.240	23.088	0.239
82.250	23.234	0.239
82.260	23.355	0.239
82.270	23.496	0.239
82.280	23.633	0.239
82.290	23.779	0.239
82.300	23.917	0.239
82.310	24.058	0.239
82.320	24.200	0.239
82.330	24.337	0.239
82.340	24.470	0.239
82.350	24.603	0.239
82.360	24.701	0.239
82.370	24.822	0.239
82.380	24.955	0.239
82.390	25.036	0.239
82.400	25.152	0.239
82.410	25.250	0.239
82.420	25.323	0.239
82.430	25.392	0.239
82.440	25.443	0.239
82.450	25.516	0.239
82.460	25.588	0.239
82.470	25.605	0.239
82.480	25.614	0.239
82.490	25.626	0.239
82.500	25.622	0.239
82.510	25.613	0.239
82.520	25.591	0.239
82.530	25.526	0.239
82.540	25.462	0.239
82.550	25.388	0.239
82.560	25.323	0.239
82.570	25.267	0.239
82.580	25.155	0.239
82.590	25.043	0.239
82.600	24.987	0.239
82.610	24.857	0.239
82.620	24.732	0.239
82.630	24.616	0.239
82.640	24.478	0.239
82.650	24.340	0.239
82.660	24.203	0.239
82.670	24.065	0.239
82.680	23.922	0.239
82.690	23.780	0.239
82.700	23.647	0.239
82.710	23.513	0.239
82.720	23.358	0.239
82.730	23.246	0.239
82.740	23.099	0.239
82.750	22.983	0.239
82.760	22.875	0.239
82.770	22.746	0.239
82.780	22.651	0.239
82.790	22.569	0.239
82.800	22.491	0.239
82.810	22.384	0.239
82.820	22.327	0.239
82.830	22.292	0.239
82.840	22.262	0.239
82.850	22.245	0.239
82.860	22.219	0.239
82.870	22.201	0.239
82.880	22.214	0.239
82.890	22.226	0.239
82.900	22.252	0.239
82.910	22.290	0.239
82.920	22.320	0.239
82.930	22.358	0.239
82.940	22.457	0.239
82.950	22.547	0.239
82.960	22.620	0.239
82.970	22.714	0.239
82.980	22.839	0.239
82.990	22.954	0.239
83.000	23.057	0.239
83.010	23.207	0.239
83.020	23.328	0.239
83.030	23.465	0.239
83.040	23.610	0.239
83.050	23.744	0.239
83.060	23.885	0.239
83.070	24.022	0.239
83.080	24.168	0.239
83.090	24.310	0.239
83.100	24.434	0.239
83.110	24.576	0.239
83.120	24.704	0.239
83.130	24.833	0.239
83.140	24.928	0.239
83.150	25.017	0.239
83.160	25.142	0.239
83.170	25.236	0.239
83.180	25.309	0.239
83.190	25.386	0.239
83.200	25.446	0.239
83.210	25.497	0.239
83.220	25.561	0.239
83.230	25.596	0.239
83.240	25.604	0.239
83.250	25.621	0.239
83.260	25.616	0.239
83.270	25.616	0.239
83.280	25.590	0.239
83.290	25.551	0.239
83.300	25.495	0.239
83.310	25.417	0.239
83.320	25.348	0.239
83.330	25.292	0.239
83.340	25.192	0.239
83.350	25.080	0.239
83.360	24.990	0.239
83.370	24.873	0.239
83.380	24.753	0.239
83.390	24.636	0.239
83.400	24.524	0.239
83.410	24.399	0.239
83.420	24.266	0.239
83.430	24.106	0.239
83.440	23.981	0.239
83.450	23.835	0.239
83.460	23.684	0.239
83.470	23.563	0.239
83.480	23.395	0.239
83.490	23.279	0.239
83.500	23.154	0.239
83.510	23.012	0.239
83.520	22.917	0.239
83.530	22.783	0.239
83.540	22.676	0.239
83.550	22.606	0.239
83.560	22.511	0.239
83.570	22.404	0.239
83.580	22.343	0.239
83.590	22.304	0.239
83.600	22.270	0.239
83.610	22.248	0.239
83.620	22.222	0.239
83.630	22.204	0.239
83.640	22.213	0.239
83.650	22.221	0.239
83.660	22.237	0.239
83.670	22.276	0.239
83.680	22.297	0.239
83.690	22.340	0.239
83.700	22.391	0.239
83.710	22.507	0.239
83.720	22.606	0.239
83.730	22.670	0.239
83.740	22.768	0.239
83.750	22.923	0.239
83.760	23.004	0.239
83.770	23.137	0.239
83.780	23.279	0.239
83.790	23.390	0.239
83.800	23.540	0.239
83.810	23.678	0.239
83.820	23.819	0.239
83.830	23.952	0.239
83.840	24.102	0.239
83.850	24.240	0.239
83.860	24.386	0.239
83.870	24.523	0.239
83.880	24.639	0.239
83.890	24.746	0.239
83.900	24.870	0.239
83.910	24.973	0.239
83.920	25.072	0.239
83.930	25.183	0.239
83.940	25.265	0.239
83.950	25.346	0.239
83.960	25.389	0.239
83.970	25.449	0.239
83.980	25.534	0.239
83.990	25.569	0.239
84.000	25.603	0.239
84.010	25.611	0.239
84.020	25.606	0.239
84.030	25.606	0.239
84.040	25.584	0.239
84.050	25.541	0.239
84.060	25.485	0.239
84.070	25.424	0.239
84.080	25.355	0.239
84.090	25.303	0.239
84.100	25.217	0.239
84.110	25.100	0.239
84.120	25.014	0.239
84.130	24.906	0.239
84.140	24.777	0.239
84.150	24.665	0.239
84.160	24.557	0.239
84.170	24.432	0.239
84.180	24.295	0.239
84.190	24.152	0.239
84.200	24.027	0.239
84.210	23.877	0.239
84.220	23.726	0.239
84.230	23.613	0.239
84.240	23.459	0.239
84.250	23.316	0.239
84.260	23.208	0.239
84.270	23.058	0.239
84.280	22.963	0.239
84.290	22.855	0.239
84.300	22.722	0.239
84.310	22.639	0.239
84.320	22.570	0.239
84.330	22.467	0.239
84.340	22.389	0.239
84.350	22.324	0.239
84.360	22.290	0.239
84.370	22.272	0.239
84.380	22.246	0.239
84.390	22.225	0.239
84.400	22.228	0.239
84.410	22.237	0.239
84.420	22.262	0.239
84.430	22.283	0.239
84.440	22.313	0.239
84.450	22.360	0.239
84.460	22.420	0.239
84.470	22.514	0.239
84.480	22.604	0.239
84.490	22.673	0.239
84.500	22.763	0.239
84.510	22.909	0.239
84.520	22.994	0.239
84.530	23.119	0.239
84.540	23.260	0.239
84.550	23.372	0.239
84.560	23.535	0.239
84.570	23.659	0.239
84.580	23.797	0.239
84.590	23.942	0.239
84.600	24.080	0.239
84.610	24.209	0.239
84.620	24.329	0.239
84.630	24.453	0.239
84.640	24.573	0.239
84.650	24.719	0.239
84.660	24.826	0.239
84.670	24.934	0.239
84.680	25.045	0.239
84.690	25.139	0.239
84.700	25.233	0.239
84.710	25.319	0.239
84.720	25.366	0.239
84.730	25.422	0.239
84.740	25.482	0.239
84.750	25.529	0.239
84.760	25.567	0.239
84.770	25.575	0.239
84.780	25.579	0.239
84.790	25.583	0.239
84.800	25.557	0.239
84.810	25.510	0.239
84.820	25.462	0.239
84.830	25.401	0.239
84.840	25.354	0.239
84.850	25.289	0.239
84.860	25.216	0.239
84.870	25.104	0.239
84.880	25.009	0.239
84.890	24.905	0.239
84.900	24.789	0.239
84.910	24.677	0.239
84.920	24.530	0.239
84.930	24.444	0.239
84.940	24.315	0.239
84.950	24.160	0.239
84.960	24.039	0.239
84.970	23.893	0.239
84.980	23.746	0.239
84.990	23.630	0.239
85.000	23.470	0.239
85.010	23.345	0.239
85.020	23.233	0.239
85.030	23.074	0.239
85.040	22.983	0.239
85.050	22.876	0.239
85.060	22.733	0.239
85.070	22.660	0.239
85.080	22.582	0.239
85.090	22.483	0.239
85.100	22.401	0.239
85.110	22.336	0.239
85.120	22.302	0.239
85.130	22.288	0.239
85.140	22.262	0.239
85.150	22.253	0.239
85.160	22.240	0.239
85.170	22.240	0.239
85.180	22.265	0.239
85.190	22.282	0.239
85.200	22.303	0.239
85.210	22.346	0.239
85.220	22.389	0.239
85.230	22.492	0.239
85.240	22.590	0.239
85.250	22.659	0.239
85.260	22.736	0.239
85.270	22.886	0.239
85.280	22.980	0.239
85.290	23.092	0.239
85.300	23.238	0.239
85.310	23.345	0.239
85.320	23.495	0.239
85.330	23.628	0.239
85.340	23.757	0.239
85.350	23.903	0.239
85.360	24.010	0.239
85.370	24.143	0.239
85.380	24.284	0.239
85.390	24.418	0.239
85.400	24.542	0.239
85.410	24.679	0.239
85.420	24.790	0.239
85.430	24.915	0.239
85.440	25.014	0.239
85.450	25.099	0.239
85.460	25.211	0.239
85.470	25.292	0.239
85.480	25.348	0.239
85.490	25.407	0.239
85.500	25.463	0.239
85.510	25.523	0.239
85.520	25.566	0.239
85.530	25.583	0.239
85.540	25.587	0.239
85.550	25.586	0.239
85.560	25.565	0.239
85.570	25.543	0.239
85.580	25.495	0.239
85.590	25.430	0.239
85.600	25.379	0.239
85.610	25.309	0.239
85.620	25.240	0.239
85.630	25.141	0.239
85.640	25.042	0.239
85.650	24.947	0.239
85.660	24.839	0.239
85.670	24.740	0.239
85.680	24.615	0.239
85.690	24.503	0.239
85.700	24.365	0.239
85.710	24.231	0.239
85.720	24.094	0.239
85.730	23.956	0.239
85.740	23.822	0.239
85.750	23.680	0.239
85.760	23.546	0.239
85.770	23.408	0.239
85.780	23.284	0.239
85.790	23.159	0.239
85.800	23.025	0.239
85.810	22.926	0.239
85.820	22.801	0.239
85.830	22.697	0.239
85.840	22.615	0.239
85.850	22.559	0.239
85.860	22.451	0.239
85.870	22.369	0.239
85.880	22.326	0.239
85.890	22.295	0.239
85.900	22.274	0.239
85.910	22.265	0.239
85.920	22.247	0.239
85.930	22.243	0.239
85.940	22.264	0.239
85.950	22.277	0.239
85.960	22.298	0.239
85.970	22.332	0.239
85.980	22.370	0.239
85.990	22.469	0.239
86.000	22.559	0.239
86.010	22.627	0.239
86.020	22.709	0.239
86.030	22.829	0.239
86.040	22.940	0.239
86.050	23.039	0.239
86.060	23.180	0.239
86.070	23.292	0.239
86.080	23.429	0.239
86.090	23.567	0.239
86.100	23.682	0.239
86.110	23.837	0.239
86.120	23.966	0.239
86.130	24.094	0.239
86.140	24.244	0.239
86.150	24.369	0.239
86.160	24.506	0.239
86.170	24.626	0.239
86.180	24.742	0.239
86.190	24.836	0.239
86.200	24.952	0.239
86.210	25.038	0.239
86.220	25.137	0.239
86.230	25.226	0.239
86.240	25.303	0.239
86.250	25.364	0.239
86.260	25.402	0.239
86.270	25.444	0.239
86.280	25.500	0.239
86.290	25.530	0.239
86.300	25.551	0.239
86.310	25.546	0.239
86.320	25.525	0.239
86.330	25.507	0.239
86.340	25.464	0.239
86.350	25.412	0.239
86.360	25.373	0.239
86.370	25.312	0.239
86.380	25.252	0.239
86.390	25.157	0.239
86.400	25.049	0.239
86.410	24.959	0.239
86.420	24.864	0.239
86.430	24.739	0.239
86.440	24.636	0.239
