Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Distance (cm)	Dist Error (cm)
65.020	25.491	0.239
65.030	25.379	0.239
65.040	25.280	0.239
65.050	25.133	0.239
65.060	24.995	0.239
65.070	24.866	0.239
65.080	24.702	0.239
65.090	24.538	0.239
65.100	24.379	0.239
65.110	24.215	0.239
65.120	24.039	0.239
65.130	23.880	0.239
65.140	23.703	0.239
65.150	23.552	0.239
65.160	23.367	0.239
65.170	23.225	0.239
65.180	23.036	0.239
65.190	22.915	0.239
65.200	22.755	0.239
65.210	22.618	0.239
65.220	22.518	0.239
65.230	22.346	0.239
65.240	22.277	0.239
65.250	22.191	0.239
65.260	22.057	0.239
65.270	21.992	0.239
65.280	21.945	0.239
65.290	21.923	0.239
65.300	21.892	0.239
65.310	21.875	0.239
65.320	21.870	0.239
65.330	21.874	0.239
65.340	21.887	0.239
65.350	21.921	0.239
65.360	21.951	0.239
65.370	21.994	0.239
65.380	22.079	0.239
65.390	22.191	0.239
65.400	22.276	0.239
65.410	22.371	0.239
65.420	22.517	0.239
65.430	22.641	0.239
65.440	22.765	0.239
65.450	22.928	0.239
65.460	23.061	0.239
65.470	23.237	0.239
65.480	23.353	0.239
65.490	23.538	0.239
65.500	23.696	0.239
65.510	23.864	0.239
65.520	24.049	0.239
65.530	24.207	0.239
65.540	24.375	0.239
65.550	24.546	0.239
65.560	24.697	0.239
65.570	24.851	0.239
65.580	25.001	0.239
65.590	25.130	0.239
65.600	25.284	0.239
65.610	25.387	0.239
65.620	25.507	0.239
65.630	25.623	0.239
65.640	25.692	0.239
65.650	25.751	0.239
65.660	25.846	0.239
65.670	25.889	0.239
65.680	25.918	0.239
65.690	25.944	0.239
65.700	25.944	0.239
65.710	25.939	0.239
65.720	25.938	0.239
65.730	25.913	0.239
65.740	25.895	0.239
65.750	25.809	0.239
65.760	25.705	0.239
65.770	25.658	0.239
65.780	25.593	0.239
65.790	25.455	0.239
65.800	25.339	0.239
65.810	25.226	0.239
65.820	25.072	0.239
65.830	24.951	0.239
65.840	24.787	0.239
65.850	24.624	0.239
65.860	24.485	0.239
65.870	24.296	0.239
65.880	24.145	0.239
65.890	23.969	0.239
65.900	23.796	0.239
65.910	23.624	0.239
65.920	23.490	0.239
65.930	23.309	0.239
65.940	23.185	0.239
65.950	22.995	0.239
65.960	22.866	0.239
65.970	22.707	0.239
65.980	22.590	0.239
65.990	22.443	0.239
66.000	22.327	0.239
66.010	22.249	0.239
66.020	22.150	0.239
66.030	22.043	0.239
66.040	21.969	0.239
66.050	21.934	0.239
66.060	21.900	0.239
66.070	21.874	0.239
66.080	21.865	0.239
66.090	21.860	0.239
66.100	21.864	0.239
66.110	21.898	0.239
66.120	21.924	0.239
66.130	21.954	0.239
66.140	22.009	0.239
66.150	22.099	0.239
66.160	22.228	0.239
66.170	22.296	0.239
66.180	22.399	0.239
66.190	22.558	0.239
66.200	22.661	0.239
66.210	22.824	0.239
66.220	22.953	0.239
66.230	23.129	0.239
66.240	23.266	0.239
66.250	23.438	0.239
66.260	23.605	0.239
66.270	23.764	0.239
66.280	23.936	0.239
66.290	24.107	0.239
66.300	24.274	0.239
66.310	24.446	0.239
66.320	24.584	0.239
66.330	24.764	0.239
66.340	24.901	0.239
66.350	25.034	0.239
66.360	25.184	0.239
66.370	25.296	0.239
66.380	25.399	0.239
66.390	25.532	0.239
66.400	25.617	0.239
66.410	25.673	0.239
66.420	25.746	0.239
66.430	25.818	0.239
66.440	25.883	0.239
66.450	25.917	0.239
66.460	25.929	0.239
66.470	25.938	0.239
66.480	25.924	0.239
66.490	25.898	0.239
66.500	25.851	0.239
66.510	25.782	0.239
66.520	25.708	0.239
66.530	25.652	0.239
66.540	25.574	0.239
66.550	25.454	0.239
66.560	25.359	0.239
66.570	25.242	0.239
66.580	25.109	0.239
66.590	24.975	0.239
66.600	24.833	0.239
66.610	24.687	0.239
66.620	24.527	0.239
66.630	24.359	0.239
66.640	24.209	0.239
66.650	24.032	0.239
66.660	23.872	0.239
66.670	23.709	0.239
66.680	23.549	0.239
66.690	23.373	0.239
66.700	23.244	0.239
66.710	23.054	0.239
66.720	22.929	0.239
66.730	22.778	0.239
66.740	22.640	0.239
66.750	22.541	0.239
66.760	22.399	0.239
66.770	22.300	0.239
66.780	22.226	0.239
66.790	22.127	0.239
66.800	22.037	0.239
66.810	21.993	0.239
66.820	21.959	0.239
66.830	21.928	0.239
66.840	21.924	0.239
66.850	21.919	0.239
66.860	21.919	0.239
66.870	21.944	0.239
66.880	21.966	0.239
66.890	22.013	0.239
66.900	22.077	0.239
66.910	22.171	0.239
66.920	22.274	0.239
66.930	22.342	0.239
66.940	22.458	0.239
66.950	22.604	0.239
66.960	22.703	0.239
66.970	22.857	0.239
66.980	22.990	0.239
66.990	23.123	0.239
67.000	23.273	0.239
67.010	23.436	0.239
67.020	23.599	0.239
67.030	23.780	0.239
67.040	23.926	0.239
67.050	24.101	0.239
67.060	24.260	0.239
67.070	24.432	0.239
67.080	24.574	0.239
67.090	24.737	0.239
67.100	24.891	0.239
67.110	25.020	0.239
67.120	25.161	0.239
67.130	25.290	0.239
67.140	25.389	0.239
67.150	25.509	0.239
67.160	25.612	0.239
67.170	25.685	0.239
67.180	25.732	0.239
67.190	25.796	0.239
67.200	25.868	0.239
67.210	25.911	0.239
67.220	25.920	0.239
67.230	25.932	0.239
67.240	25.919	0.239
67.250	25.884	0.239
67.260	25.845	0.239
67.270	25.763	0.239
67.280	25.686	0.239
67.290	25.642	0.239
67.300	25.577	0.239
67.310	25.461	0.239
67.320	25.366	0.239
67.330	25.254	0.239
67.340	25.125	0.239
67.350	24.991	0.239
67.360	24.836	0.239
67.370	24.694	0.239
67.380	24.543	0.239
67.390	24.363	0.239
67.400	24.212	0.239
67.410	24.048	0.239
67.420	23.867	0.239
67.430	23.708	0.239
67.440	23.552	0.239
67.450	23.367	0.239
67.460	23.234	0.239
67.470	23.044	0.239
67.480	22.928	0.239
67.490	22.764	0.239
67.500	22.626	0.239
67.510	22.536	0.239
67.520	22.342	0.239
67.530	22.268	0.239
67.540	22.213	0.239
67.550	22.079	0.239
67.560	21.984	0.239
67.570	21.936	0.239
67.580	21.906	0.239
67.590	21.905	0.239
67.600	21.884	0.239
67.610	21.871	0.239
67.620	21.887	0.239
67.630	21.900	0.239
67.640	21.917	0.239
67.650	21.960	0.239
67.660	21.989	0.239
67.670	22.067	0.239
67.680	22.200	0.239
67.690	22.272	0.239
67.700	22.354	0.239
67.710	22.521	0.239
67.720	22.620	0.239
67.730	22.770	0.239
67.740	22.925	0.239
67.750	23.045	0.239
67.760	23.238	0.239
67.770	23.362	0.239
67.780	23.547	0.239
67.790	23.705	0.239
67.800	23.873	0.239
67.810	24.040	0.239
67.820	24.208	0.239
67.830	24.371	0.239
67.840	24.525	0.239
67.850	24.692	0.239
67.860	24.808	0.239
67.870	24.950	0.239
67.880	25.100	0.239
67.890	25.233	0.239
67.900	25.349	0.239
67.910	25.456	0.239
67.920	25.567	0.239
67.930	25.649	0.239
67.940	25.696	0.239
67.950	25.769	0.239
67.960	25.855	0.239
67.970	25.897	0.239
67.980	25.914	0.239
67.990	25.926	0.239
68.000	25.922	0.239
68.010	25.900	0.239
68.020	25.874	0.239
68.030	25.814	0.239
68.040	25.740	0.239
68.050	25.680	0.239
68.060	25.615	0.239
68.070	25.533	0.239
68.080	25.399	0.239
68.090	25.300	0.239
68.100	25.192	0.239
68.110	25.037	0.239
68.120	24.908	0.239
68.130	24.766	0.239
68.140	24.602	0.239
68.150	24.456	0.239
68.160	24.292	0.239
68.170	24.128	0.239
68.180	23.969	0.239
68.190	23.805	0.239
68.200	23.624	0.239
68.210	23.482	0.239
68.220	23.306	0.239
68.230	23.172	0.239
68.240	23.026	0.239
68.250	22.909	0.239
68.260	22.741	0.239
68.270	22.629	0.239
68.280	22.513	0.239
68.290	22.370	0.239
68.300	22.302	0.239
68.310	22.215	0.239
68.320	22.129	0.239
68.330	22.047	0.239
68.340	21.999	0.239
68.350	21.973	0.239
68.360	21.943	0.239
68.370	21.934	0.239
68.380	21.942	0.239
68.390	21.951	0.239
68.400	21.963	0.239
68.410	22.001	0.239
68.420	22.044	0.239
68.430	22.117	0.239
68.440	22.233	0.239
68.450	22.297	0.239
68.460	22.383	0.239
68.470	22.529	0.239
68.480	22.627	0.239
68.490	22.747	0.239
68.500	22.910	0.239
68.510	23.017	0.239
68.520	23.198	0.239
68.530	23.331	0.239
68.540	23.494	0.239
68.550	23.657	0.239
68.560	23.820	0.239
68.570	23.970	0.239
68.580	24.146	0.239
68.590	24.292	0.239
68.600	24.468	0.239
68.610	24.605	0.239
68.620	24.756	0.239
68.630	24.906	0.239
68.640	25.034	0.239
68.650	25.150	0.239
68.660	25.292	0.239
68.670	25.382	0.239
68.680	25.476	0.239
68.690	25.600	0.239
68.700	25.656	0.239
68.710	25.699	0.239
68.720	25.759	0.239
68.730	25.806	0.239
68.740	25.852	0.239
68.750	25.865	0.239
68.760	25.861	0.239
68.770	25.852	0.239
68.780	25.808	0.239
68.790	25.757	0.239
68.800	25.713	0.239
68.810	25.661	0.239
68.820	25.592	0.239
68.830	25.497	0.239
68.840	25.381	0.239
68.850	25.282	0.239
68.860	25.170	0.239
68.870	25.027	0.239
68.880	24.911	0.239
68.890	24.756	0.239
68.900	24.605	0.239
68.910	24.467	0.239
68.920	24.295	0.239
68.930	24.140	0.239
68.940	23.981	0.239
68.950	23.821	0.239
68.960	23.644	0.239
68.970	23.511	0.239
68.980	23.317	0.239
68.990	23.201	0.239
69.000	23.020	0.239
69.010	22.899	0.239
69.020	22.744	0.239
69.030	22.632	0.239
69.040	22.529	0.239
69.050	22.378	0.239
69.060	22.296	0.239
69.070	22.231	0.239
69.080	22.140	0.239
69.090	22.050	0.239
69.100	21.994	0.239
69.110	21.967	0.239
69.120	21.946	0.239
69.130	21.933	0.239
69.140	21.941	0.239
69.150	21.949	0.239
69.160	21.966	0.239
69.170	22.004	0.239
69.180	22.047	0.239
69.190	22.129	0.239
69.200	22.219	0.239
69.210	22.287	0.239
69.220	22.381	0.239
69.230	22.510	0.239
69.240	22.617	0.239
69.250	22.746	0.239
69.260	22.896	0.239
69.270	23.012	0.239
69.280	23.196	0.239
69.290	23.287	0.239
69.300	23.454	0.239
69.310	23.625	0.239
69.320	23.780	0.239
69.330	23.952	0.239
69.340	24.111	0.239
69.350	24.265	0.239
69.360	24.441	0.239
69.370	24.574	0.239
69.380	24.737	0.239
69.390	24.887	0.239
69.400	25.020	0.239
69.410	25.149	0.239
69.420	25.282	0.239
69.430	25.380	0.239
69.440	25.488	0.239
69.450	25.603	0.239
69.460	25.659	0.239
69.470	25.710	0.239
69.480	25.775	0.239
69.490	25.847	0.239
69.500	25.898	0.239
69.510	25.916	0.239
69.520	25.902	0.239
69.530	25.902	0.239
69.540	25.868	0.239
69.550	25.811	0.239
69.560	25.751	0.239
69.570	25.695	0.239
69.580	25.638	0.239
69.590	25.565	0.239
69.600	25.436	0.239
69.610	25.349	0.239
69.620	25.250	0.239
69.630	25.095	0.239
69.640	24.974	0.239
69.650	24.841	0.239
69.660	24.673	0.239
69.670	24.531	0.239
69.680	24.367	0.239
69.690	24.208	0.239
69.700	24.048	0.239
69.710	23.884	0.239
69.720	23.742	0.239
69.730	23.592	0.239
69.740	23.423	0.239
69.750	23.281	0.239
69.760	23.113	0.239
69.770	22.967	0.239
69.780	22.851	0.239
69.790	22.678	0.239
69.800	22.579	0.239
69.810	22.454	0.239
69.820	22.333	0.239
69.830	22.260	0.239
69.840	22.178	0.239
69.850	22.070	0.239
69.860	22.005	0.239
69.870	21.975	0.239
69.880	21.949	0.239
69.890	21.940	0.239
69.900	21.931	0.239
69.910	21.935	0.239
69.920	21.948	0.239
69.930	21.956	0.239
69.940	21.982	0.239
69.950	22.050	0.239
69.960	22.157	0.239
69.970	22.243	0.239
69.980	22.311	0.239
69.990	22.401	0.239
70.000	22.560	0.239
70.010	22.646	0.239
70.020	22.783	0.239
70.030	22.942	0.239
70.040	23.053	0.239
70.050	23.234	0.239
70.060	23.371	0.239
70.070	23.538	0.239
70.080	23.689	0.239
70.090	23.865	0.239
70.100	24.023	0.239
70.110	24.178	0.239
70.120	24.337	0.239
70.130	24.500	0.239
70.140	24.637	0.239
70.150	24.796	0.239
70.160	24.933	0.239
70.170	25.053	0.239
70.180	25.195	0.239
70.190	25.311	0.239
70.200	25.409	0.239
70.210	25.508	0.239
70.220	25.606	0.239
70.230	25.671	0.239
70.240	25.713	0.239
70.250	25.760	0.239
70.260	25.816	0.239
70.270	25.846	0.239
70.280	25.849	0.239
70.290	25.853	0.239
70.300	25.828	0.239
70.310	25.784	0.239
70.320	25.741	0.239
70.330	25.689	0.239
70.340	25.646	0.239
70.350	25.572	0.239
70.360	25.460	0.239
70.370	25.365	0.239
70.380	25.257	0.239
70.390	25.124	0.239
70.400	25.016	0.239
70.410	24.874	0.239
70.420	24.723	0.239
70.430	24.590	0.239
70.440	24.439	0.239
70.450	24.275	0.239
70.460	24.129	0.239
70.470	23.960	0.239
70.480	23.810	0.239
70.490	23.646	0.239
70.500	23.487	0.239
70.510	23.328	0.239
70.520	23.202	0.239
70.530	23.021	0.239
70.540	22.914	0.239
70.550	22.759	0.239
70.560	22.638	0.239
70.570	22.543	0.239
70.580	22.405	0.239
70.590	22.314	0.239
70.600	22.259	0.239
70.610	22.168	0.239
70.620	22.103	0.239
70.630	22.043	0.239
70.640	22.004	0.239
70.650	21.990	0.239
70.660	21.977	0.239
70.670	21.981	0.239
70.680	22.002	0.239
70.690	22.024	0.239
70.700	22.058	0.239
70.710	22.122	0.239
70.720	22.207	0.239
70.730	22.272	0.239
70.740	22.353	0.239
70.750	22.456	0.239
70.760	22.589	0.239
70.770	22.683	0.239
70.780	22.825	0.239
70.790	22.962	0.239
70.800	23.091	0.239
70.810	23.224	0.239
70.820	23.357	0.239
70.830	23.533	0.239
70.840	23.666	0.239
70.850	23.846	0.239
70.860	24.000	0.239
70.870	24.146	0.239
70.880	24.318	0.239
70.890	24.477	0.239
70.900	24.623	0.239
70.910	24.777	0.239
70.920	24.906	0.239
70.930	25.047	0.239
70.940	25.172	0.239
70.950	25.279	0.239
70.960	25.382	0.239
70.970	25.481	0.239
70.980	25.584	0.239
70.990	25.648	0.239
71.000	25.673	0.239
71.010	25.711	0.239
71.020	25.776	0.239
71.030	25.818	0.239
71.040	25.844	0.239
71.050	25.831	0.239
71.060	25.796	0.239
71.070	25.761	0.239
71.080	25.710	0.239
71.090	25.662	0.239
71.100	25.623	0.239
71.110	25.545	0.239
71.120	25.425	0.239
71.130	25.342	0.239
71.140	25.273	0.239
71.150	25.131	0.239
71.160	25.011	0.239
71.170	24.894	0.239
71.180	24.748	0.239
71.190	24.597	0.239
71.200	24.442	0.239
71.210	24.287	0.239
71.220	24.132	0.239
71.230	23.955	0.239
71.240	23.826	0.239
71.250	23.641	0.239
71.260	23.494	0.239
71.270	23.331	0.239
71.280	23.205	0.239
71.290	23.008	0.239
71.300	22.921	0.239
71.310	22.749	0.239
71.320	22.620	0.239
71.330	22.546	0.239
71.340	22.378	0.239
71.350	22.305	0.239
71.360	22.244	0.239
71.370	22.149	0.239
71.380	22.050	0.239
71.390	21.994	0.239
71.400	21.955	0.239
71.410	21.946	0.239
71.420	21.933	0.239
71.430	21.933	0.239
71.440	21.949	0.239
71.450	21.958	0.239
71.460	21.983	0.239
71.470	22.047	0.239
71.480	22.146	0.239
71.490	22.236	0.239
71.500	22.296	0.239
71.510	22.364	0.239
71.520	22.541	0.239
71.530	22.622	0.239
71.540	22.729	0.239
71.550	22.909	0.239
71.560	23.012	0.239
71.570	23.184	0.239
71.580	23.325	0.239
71.590	23.484	0.239
71.600	23.635	0.239
71.610	23.810	0.239
71.620	23.956	0.239
71.630	24.132	0.239
71.640	24.278	0.239
71.650	24.437	0.239
71.660	24.591	0.239
71.670	24.703	0.239
71.680	24.845	0.239
71.690	24.990	0.239
71.700	25.106	0.239
71.710	25.239	0.239
71.720	25.346	0.239
71.730	25.436	0.239
71.740	25.539	0.239
71.750	25.629	0.239
71.760	25.672	0.239
71.770	25.723	0.239
71.780	25.779	0.239
71.790	25.809	0.239
71.800	25.847	0.239
71.810	25.851	0.239
71.820	25.829	0.239
71.830	25.807	0.239
71.840	25.751	0.239
71.850	25.699	0.239
71.860	25.665	0.239
71.870	25.604	0.239
71.880	25.518	0.239
71.890	25.406	0.239
71.900	25.307	0.239
71.910	25.220	0.239
71.920	25.069	0.239
71.930	24.949	0.239
71.940	24.815	0.239
71.950	24.664	0.239
71.960	24.518	0.239
71.970	24.367	0.239
71.980	24.203	0.239
71.990	24.049	0.239
72.000	23.889	0.239
72.010	23.725	0.239
72.020	23.570	0.239
72.030	23.411	0.239
72.040	23.286	0.239
72.050	23.161	0.239
72.060	22.997	0.239
72.070	22.881	0.239
72.080	22.735	0.239
72.090	22.627	0.239
72.100	22.514	0.239
72.110	22.390	0.239
72.120	22.312	0.239
72.130	22.243	0.239
72.140	22.170	0.239
72.150	22.096	0.239
72.160	22.035	0.239
72.170	22.018	0.239
72.180	21.996	0.239
72.190	22.000	0.239
72.200	22.000	0.239
72.210	22.013	0.239
72.220	22.051	0.239
72.230	22.093	0.239
72.240	22.158	0.239
72.250	22.252	0.239
72.260	22.308	0.239
72.270	22.376	0.239
72.280	22.518	0.239
72.290	22.616	0.239
72.300	22.715	0.239
72.310	22.878	0.239
72.320	22.985	0.239
72.330	23.148	0.239
72.340	23.281	0.239
72.350	23.414	0.239
72.360	23.595	0.239
72.370	23.732	0.239
72.380	23.886	0.239
72.390	24.058	0.239
72.400	24.204	0.239
72.410	24.354	0.239
72.420	24.513	0.239
72.430	24.654	0.239
72.440	24.787	0.239
72.450	24.929	0.239
72.460	25.058	0.239
72.470	25.182	0.239
72.480	25.289	0.239
72.490	25.371	0.239
72.500	25.491	0.239
72.510	25.564	0.239
72.520	25.645	0.239
72.530	25.675	0.239
72.540	25.726	0.239
72.550	25.747	0.239
72.560	25.773	0.239
72.570	25.777	0.239
72.580	25.768	0.239
72.590	25.754	0.239
72.600	25.720	0.239
72.610	25.681	0.239
72.620	25.646	0.239
72.630	25.573	0.239
72.640	25.499	0.239
72.650	25.396	0.239
72.660	25.310	0.239
72.670	25.198	0.239
72.680	25.077	0.239
72.690	24.948	0.239
72.700	24.814	0.239
72.710	24.672	0.239
72.720	24.530	0.239
72.730	24.387	0.239
72.740	24.228	0.239
72.750	24.069	0.239
72.760	23.914	0.239
72.770	23.763	0.239
72.780	23.608	0.239
72.790	23.457	0.239
72.800	23.293	0.239
72.810	23.177	0.239
72.820	22.992	0.239
72.830	22.897	0.239
72.840	22.750	0.239
72.850	22.625	0.239
72.860	22.530	0.239
72.870	22.410	0.239
72.880	22.319	0.239
72.890	22.254	0.239
72.900	22.194	0.239
72.910	22.112	0.239
72.920	22.060	0.239
72.930	22.021	0.239
72.940	21.995	0.239
72.950	21.999	0.239
72.960	21.994	0.239
72.970	22.007	0.239
72.980	22.050	0.239
72.990	22.093	0.239
73.000	22.165	0.239
73.010	22.246	0.239
73.020	22.302	0.239
73.030	22.371	0.239
73.040	22.512	0.239
73.050	22.615	0.239
73.060	22.722	0.239
73.070	22.868	0.239
73.080	22.984	0.239
73.090	23.134	0.239
73.100	23.276	0.239
73.110	23.379	0.239
73.120	23.559	0.239
73.130	23.700	0.239
73.140	23.859	0.239
73.150	24.027	0.239
73.160	24.172	0.239
73.170	24.323	0.239
73.180	24.490	0.239
73.190	24.623	0.239
73.200	24.782	0.239
73.210	24.915	0.239
73.220	25.031	0.239
73.230	25.164	0.239
73.240	25.284	0.239
73.250	25.365	0.239
73.260	25.472	0.239
73.270	25.567	0.239
73.280	25.640	0.239
73.290	25.674	0.239
73.300	25.708	0.239
73.310	25.754	0.239
73.320	25.797	0.239
73.330	25.806	0.239
73.340	25.814	0.239
73.350	25.784	0.239
73.360	25.745	0.239
73.370	25.714	0.239
73.380	25.671	0.239
73.390	25.610	0.239
73.400	25.558	0.239
73.410	25.438	0.239
73.420	25.339	0.239
73.430	25.244	0.239
73.440	25.115	0.239
73.450	24.985	0.239
73.460	24.864	0.239
73.470	24.722	0.239
73.480	24.593	0.239
73.490	24.429	0.239
73.500	24.261	0.239
73.510	24.123	0.239
73.520	23.981	0.239
73.530	23.831	0.239
73.540	23.671	0.239
73.550	23.524	0.239
73.560	23.344	0.239
73.570	23.236	0.239
73.580	23.059	0.239
73.590	22.939	0.239
73.600	22.809	0.239
73.610	22.658	0.239
73.620	22.572	0.239
73.630	22.456	0.239
73.640	22.331	0.239
73.650	22.283	0.239
73.660	22.214	0.239
73.670	22.128	0.239
73.680	22.068	0.239
73.690	22.016	0.239
73.700	21.989	0.239
73.710	21.989	0.239
73.720	21.985	0.239
73.730	21.988	0.239
73.740	22.014	0.239
73.750	22.040	0.239
73.760	22.099	0.239
73.770	22.198	0.239
73.780	22.262	0.239
73.790	22.318	0.239
73.800	22.416	0.239
73.810	22.549	0.239
73.820	22.644	0.239
73.830	22.777	0.239
73.840	22.914	0.239
73.850	23.021	0.239
73.860	23.197	0.239
73.870	23.309	0.239
73.880	23.484	0.239
73.890	23.631	0.239
73.900	23.781	0.239
73.910	23.944	0.239
73.920	24.098	0.239
73.930	24.261	0.239
73.940	24.420	0.239
73.950	24.553	0.239
73.960	24.707	0.239
73.970	24.832	0.239
73.980	24.969	0.239
73.990	25.102	0.239
74.000	25.214	0.239
74.010	25.304	0.239
74.020	25.415	0.239
74.030	25.496	0.239
74.040	25.591	0.239
74.050	25.642	0.239
74.060	25.689	0.239
74.070	25.736	0.239
74.080	25.749	0.239
74.090	25.766	0.239
74.100	25.778	0.239
74.110	25.765	0.239
74.120	25.730	0.239
74.130	25.713	0.239
74.140	25.665	0.239
74.150	25.588	0.239
74.160	25.523	0.239
74.170	25.432	0.239
74.180	25.324	0.239
74.190	25.259	0.239
74.200	25.122	0.239
74.210	25.010	0.239
74.220	24.897	0.239
74.230	24.743	0.239
74.240	24.639	0.239
74.250	24.492	0.239
74.260	24.342	0.239
74.270	24.204	0.239
74.280	24.044	0.239
74.290	23.885	0.239
74.300	23.739	0.239
74.310	23.588	0.239
74.320	23.429	0.239
74.330	23.295	0.239
74.340	23.152	0.239
74.350	23.002	0.239
74.360	22.890	0.239
74.370	22.743	0.239
74.380	22.649	0.239
74.390	22.541	0.239
74.400	22.415	0.239
74.410	22.347	0.239
74.420	22.277	0.239
74.430	22.208	0.239
74.440	22.152	0.239
74.450	22.087	0.239
74.460	22.053	0.239
74.470	22.044	0.239
74.480	22.035	0.239
74.490	22.052	0.239
74.500	22.073	0.239
74.510	22.107	0.239
74.520	22.176	0.239
74.530	22.240	0.239
74.540	22.291	0.239
74.550	22.355	0.239
74.560	22.462	0.239
74.570	22.570	0.239
74.580	22.668	0.239
74.590	22.784	0.239
74.600	22.925	0.239
74.610	23.042	0.239
74.620	23.179	0.239
74.630	23.312	0.239
74.640	23.462	0.239
74.650	23.612	0.239
74.660	23.771	0.239
74.670	23.912	0.239
74.680	24.080	0.239
74.690	24.221	0.239
74.700	24.372	0.239
74.710	24.517	0.239
74.720	24.651	0.239
74.730	24.788	0.239
74.740	24.925	0.239
74.750	25.045	0.239
74.760	25.157	0.239
74.770	25.268	0.239
74.780	25.367	0.239
74.790	25.427	0.239
74.800	25.551	0.239
74.810	25.615	0.239
74.820	25.649	0.239
74.830	25.679	0.239
74.840	25.692	0.239
74.850	25.708	0.239
74.860	25.721	0.239
74.870	25.708	0.239
74.880	25.682	0.239
74.890	25.660	0.239
74.900	25.625	0.239
74.910	25.595	0.239
74.920	25.548	0.239
74.930	25.444	0.239
74.940	25.375	0.239
74.950	25.275	0.239
74.960	25.155	0.239
74.970	25.051	0.239
74.980	24.926	0.239
74.990	24.780	0.239
75.000	24.651	0.239
75.010	24.509	0.239
75.020	24.345	0.239
75.030	24.198	0.239
75.040	24.048	0.239
75.050	23.888	0.239
75.060	23.742	0.239
75.070	23.595	0.239
75.080	23.444	0.239
75.090	23.289	0.239
75.100	23.160	0.239
75.110	22.992	0.239
75.120	22.893	0.239
75.130	22.738	0.239
75.140	22.643	0.239
75.150	22.552	0.239
75.160	22.402	0.239
75.170	22.328	0.239
75.180	22.263	0.239
75.190	22.203	0.239
75.200	22.138	0.239
75.210	22.065	0.239
75.220	22.034	0.239
75.230	22.008	0.239
75.240	21.995	0.239
75.250	22.012	0.239
75.260	22.025	0.239
75.270	22.054	0.239
75.280	22.123	0.239
75.290	22.204	0.239
75.300	22.260	0.239
75.310	22.320	0.239
75.320	22.397	0.239
75.330	22.521	0.239
75.340	22.620	0.239
75.350	22.718	0.239
75.360	22.882	0.239
75.370	22.984	0.239
75.380	23.130	0.239
75.390	23.276	0.239
75.400	23.414	0.239
75.410	23.576	0.239
75.420	23.731	0.239
75.430	23.881	0.239
75.440	24.036	0.239
75.450	24.194	0.239
75.460	24.340	0.239
75.470	24.486	0.239
75.480	24.636	0.239
75.490	24.774	0.239
75.500	24.881	0.239
75.510	24.997	0.239
75.520	25.117	0.239
75.530	25.241	0.239
75.540	25.335	0.239
75.550	25.408	0.239
75.560	25.520	0.239
75.570	25.597	0.239
75.580	25.631	0.239
75.590	25.674	0.239
75.600	25.703	0.239
75.610	25.729	0.239
75.620	25.754	0.239
75.630	25.745	0.239
75.640	25.736	0.239
75.650	25.702	0.239
75.660	25.671	0.239
75.670	25.637	0.239
75.680	25.576	0.239
75.690	25.481	0.239
75.700	25.386	0.239
75.710	25.300	0.239
75.720	25.201	0.239
75.730	25.080	0.239
75.740	24.960	0.239
75.750	24.835	0.239
75.760	24.710	0.239
75.770	24.559	0.239
75.780	24.408	0.239
75.790	24.274	0.239
75.800	24.120	0.239
75.810	23.964	0.239
75.820	23.822	0.239
75.830	23.637	0.239
75.840	23.542	0.239
75.850	23.374	0.239
75.860	23.249	0.239
75.870	23.098	0.239
75.880	22.965	0.239
75.890	22.853	0.239
75.900	22.706	0.239
75.910	22.611	0.239
75.920	22.508	0.239
75.930	22.396	0.239
75.940	22.318	0.239
75.950	22.275	0.239
75.960	22.210	0.239
75.970	22.128	0.239
75.980	22.093	0.239
75.990	22.063	0.239
76.000	22.041	0.239
76.010	22.045	0.239
76.020	22.058	0.239
76.030	22.079	0.239
76.040	22.139	0.239
76.050	22.199	0.239
76.060	22.254	0.239
76.070	22.310	0.239
76.080	22.366	0.239
76.090	22.511	0.239
76.100	22.610	0.239
76.110	22.683	0.239
76.120	22.837	0.239
76.130	22.962	0.239
76.140	23.069	0.239
76.150	23.241	0.239
76.160	23.356	0.239
76.170	23.511	0.239
76.180	23.661	0.239
76.190	23.811	0.239
76.200	23.948	0.239
76.210	24.116	0.239
76.220	24.253	0.239
76.230	24.425	0.239
76.240	24.553	0.239
76.250	24.691	0.239
76.260	24.832	0.239
76.270	24.961	0.239
76.280	25.060	0.239
76.290	25.188	0.239
76.300	25.296	0.239
76.310	25.368	0.239
76.320	25.454	0.239
76.330	25.531	0.239
76.340	25.613	0.239
76.350	25.655	0.239
76.360	25.672	0.239
76.370	25.706	0.239
76.380	25.719	0.239
76.390	25.714	0.239
76.400	25.714	0.239
76.410	25.688	0.239
76.420	25.649	0.239
76.430	25.622	0.239
76.440	25.571	0.239
76.450	25.480	0.239
76.460	25.402	0.239
76.470	25.316	0.239
76.480	25.213	0.239
76.490	25.100	0.239
76.500	24.993	0.239
76.510	24.863	0.239
76.520	24.725	0.239
76.530	24.588	0.239
76.540	24.458	0.239
76.550	24.299	0.239
76.560	24.144	0.239
76.570	24.010	0.239
76.580	23.855	0.239
76.590	23.696	0.239
76.600	23.575	0.239
76.610	23.403	0.239
76.620	23.265	0.239
76.630	23.136	0.239
