Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Velocity (cm/s)
30.610	-1.333
30.620	-3.053
30.630	-4.730
30.640	-9.933
30.650	-8.643
30.660	-7.740
30.670	-18.103
30.680	-11.223
30.690	-16.340
30.700	-19.393
30.710	-18.533
30.720	-18.490
30.730	-24.123
30.740	-20.683
30.750	-22.790
30.760	-25.843
30.770	-21.973
30.780	-26.660
30.790	-25.843
30.800	-21.543
30.810	-24.080
30.820	-22.833
30.830	-25.800
30.840	-24.983
30.850	-19.393
30.860	-23.650
30.870	-21.543
30.880	-16.813
30.890	-21.500
30.900	-13.373
30.910	-16.383
30.920	-13.760
30.930	-8.643
30.940	-10.363
30.950	-11.180
30.960	-3.483
30.970	-3.053
30.980	-1.290
30.990	0.817
31.000	1.677
31.010	3.440
31.020	8.987
31.030	11.997
31.040	7.697
31.050	11.180
31.060	18.877
31.070	10.707
31.080	23.177
31.090	13.760
31.100	24.897
31.110	17.587
31.120	22.317
31.130	26.230
31.140	22.317
31.150	21.457
31.160	26.617
31.170	24.940
31.180	24.467
31.190	24.467
31.200	24.037
31.210	24.510
31.220	20.167
31.230	23.177
31.240	23.177
31.250	16.340
31.260	25.327
31.270	11.137
31.280	24.037
31.290	6.880
31.300	18.447
31.310	11.137
31.320	5.590
31.330	8.127
31.340	6.837
31.350	5.117
31.360	2.580
31.370	-0.903
31.380	-3.053
31.390	-6.450
31.400	-8.643
31.410	-5.633
31.420	-6.450
31.430	-19.823
31.440	-9.933
31.450	-15.050
31.460	-16.383
31.470	-17.243
31.480	-19.350
31.490	-22.833
31.500	-19.823
31.510	-24.080
31.520	-21.973
31.530	-24.553
31.540	-25.370
31.550	-23.693
31.560	-24.510
31.570	-24.983
31.580	-24.123
31.590	-25.800
31.600	-21.543
31.610	-21.973
31.620	-24.510
31.630	-18.963
31.640	-19.823
31.650	-18.060
31.660	-16.813
31.670	-12.513
31.680	-18.490
31.690	-8.213
31.700	-7.353
31.710	-11.180
31.720	-6.923
31.730	-3.913
31.740	-1.720
31.750	0.817
31.760	1.677
31.770	3.440
31.780	8.987
31.790	10.277
31.800	8.557
31.810	11.610
31.820	16.297
31.830	12.857
31.840	19.780
31.850	15.007
31.860	23.177
31.870	18.017
31.880	22.360
31.890	25.757
31.900	20.597
31.910	23.607
31.920	26.660
31.930	24.037
31.940	20.597
31.950	24.467
31.960	25.800
31.970	24.037
31.980	22.317
31.990	24.037
32.000	20.640
32.010	19.737
32.020	21.887
32.030	15.007
32.040	21.070
32.050	10.707
32.060	15.437
32.070	13.287
32.080	6.450
32.090	7.267
32.100	8.127
32.110	6.880
32.120	2.107
32.130	-0.473
32.140	-2.623
32.150	-6.020
32.160	-8.213
32.170	-6.063
32.180	-6.450
32.190	-16.383
32.200	-12.513
32.210	-12.040
32.220	-21.543
32.230	-12.083
32.240	-24.510
32.250	-18.533
32.260	-20.640
32.270	-24.123
32.280	-21.543
32.290	-24.940
32.300	-25.843
32.310	-18.963
32.320	-25.800
32.330	-24.553
32.340	-25.413
32.350	-23.650
32.360	-21.543
32.370	-23.693
32.380	-23.650
32.390	-16.813
32.400	-24.080
32.410	-14.663
32.420	-21.113
32.430	-10.750
32.440	-18.963
32.450	-9.503
32.460	-7.310
32.470	-11.653
32.480	-8.643
32.490	-5.160
32.500	-1.333
32.510	-0.043
32.520	0.817
32.530	4.300
32.540	6.837
32.550	10.277
32.560	9.030
32.570	6.837
32.580	18.017
32.590	13.287
32.600	16.340
32.610	17.587
32.620	20.167
32.630	18.447
32.640	23.220
32.650	21.457
32.660	21.457
32.670	26.617
32.680	23.650
32.690	22.747
32.700	24.897
32.710	24.897
32.720	24.510
32.730	24.037
32.740	22.747
32.750	22.317
32.760	21.500
32.770	21.887
32.780	12.427
32.790	23.177
32.800	12.470
32.810	21.887
32.820	6.837
32.830	17.630
32.840	10.277
32.850	5.547
32.860	5.977
32.870	6.880
32.880	2.967
32.890	0.817
32.900	-0.430
32.910	-6.063
32.920	-6.493
32.930	-5.160
32.940	-6.923
32.950	-11.223
32.960	-15.910
32.970	-9.073
32.980	-21.113
32.990	-12.900
33.000	-24.123
33.010	-12.513
33.020	-22.360
33.030	-22.833
33.040	-21.113
33.050	-24.080
33.060	-23.693
33.070	-22.833
33.080	-25.370
33.090	-23.263
33.100	-24.123
33.110	-23.220
33.120	-23.693
33.130	-23.650
33.140	-19.823
33.150	-21.973
33.160	-19.780
33.170	-18.533
33.180	-17.243
33.190	-15.910
33.200	-12.513
33.210	-15.093
33.220	-9.460
33.230	-7.353
33.240	-6.923
33.250	-7.740
33.260	-3.053
33.270	-2.193
33.280	0.860
33.290	4.257
33.300	6.407
33.310	8.127
33.320	7.740
33.330	8.127
33.340	15.437
33.350	13.330
33.360	14.577
33.370	17.157
33.380	18.447
33.390	19.780
33.400	23.177
33.410	17.587
33.420	24.037
33.430	25.370
33.440	20.597
33.450	24.037
33.460	24.897
33.470	22.360
33.480	21.027
33.490	25.327
33.500	23.607
33.510	20.210
33.520	25.327
33.530	18.447
33.540	20.597
33.550	21.930
33.560	11.997
33.570	20.167
33.580	12.427
33.590	8.170
33.600	18.017
33.610	6.837
33.620	3.010
33.630	5.977
33.640	2.537
33.650	2.967
33.660	-0.430
33.670	-3.913
33.680	-4.343
33.690	-4.300
33.700	-5.203
33.710	-14.663
33.720	-13.330
33.730	-8.213
33.740	-21.543
33.750	-9.890
33.760	-25.843
33.770	-12.943
33.780	-23.650
33.790	-21.973
33.800	-19.823
33.810	-24.940
33.820	-17.673
33.830	-25.370
33.840	-24.553
33.850	-23.263
33.860	-22.790
33.870	-24.983
33.880	-24.553
33.890	-20.640
33.900	-21.973
33.910	-23.263
33.920	-16.340
33.930	-22.833
33.940	-13.373
33.950	-20.640
33.960	-9.503
33.970	-16.383
33.980	-12.040
33.990	-5.203
34.000	-7.783
34.010	-8.170
34.020	-4.773
34.030	-1.763
34.040	-0.860
34.050	4.687
34.060	5.977
34.070	6.880
34.080	6.407
34.090	6.407
34.100	16.727
34.110	12.470
34.120	11.137
34.130	22.317
34.140	13.287
34.150	22.360
34.160	19.737
34.170	20.167
34.180	23.607
34.190	22.360
34.200	21.887
34.210	24.467
34.220	25.327
34.230	22.790
34.240	24.467
34.250	24.037
34.260	22.317
34.270	22.790
34.280	22.747
34.290	18.877
34.300	18.877
34.310	18.490
34.320	17.157
34.330	15.437
34.340	17.200
34.350	8.127
34.360	16.727
34.370	8.557
34.380	5.160
34.390	5.117
34.400	4.257
34.410	3.010
34.420	0.817
34.430	-3.483
34.440	-3.483
34.450	-5.590
34.460	-6.063
34.470	-7.783
34.480	-16.340
34.490	-8.643
34.500	-16.383
34.510	-15.050
34.520	-18.533
34.530	-17.243
34.540	-21.500
34.550	-19.393
34.560	-23.220
34.570	-22.403
34.580	-19.823
34.590	-24.080
34.600	-23.693
34.610	-22.833
34.620	-24.940
34.630	-24.983
34.640	-21.543
34.650	-21.930
34.660	-24.983
34.670	-18.533
34.680	-20.210
34.690	-20.253
34.700	-15.910
34.710	-21.113
34.720	-11.223
34.730	-12.900
34.740	-16.383
34.750	-6.493
34.760	-6.450
34.770	-7.783
34.780	-6.063
34.790	-3.483
34.800	-0.430
34.810	2.537
34.820	5.117
34.830	8.600
34.840	5.547
34.850	5.977
34.860	12.040
34.870	15.437
34.880	9.417
34.890	21.027
34.900	13.760
34.910	21.027
34.920	16.727
34.930	23.177
34.940	21.070
34.950	21.027
34.960	25.757
34.970	23.607
34.980	22.360
34.990	23.177
35.000	24.897
35.010	23.607
35.020	18.490
35.030	25.327
35.040	19.737
35.050	21.457
35.060	22.790
35.070	15.437
35.080	22.317
35.090	11.997
35.100	19.780
35.110	11.137
35.120	9.847
35.130	15.437
35.140	6.450
35.150	3.827
35.160	2.967
35.170	3.870
35.180	0.387
35.190	-2.193
35.200	-2.580
35.210	-4.343
35.220	-5.633
35.230	-7.310
35.240	-16.383
35.250	-6.493
35.260	-16.340
35.270	-17.243
35.280	-13.373
35.290	-20.640
35.300	-19.393
35.310	-18.963
35.320	-23.220
35.330	-18.533
35.340	-22.833
35.350	-22.790
35.360	-23.693
35.370	-23.693
35.380	-24.080
35.390	-22.403
35.400	-22.403
35.410	-24.940
35.420	-21.543
35.430	-19.350
35.440	-23.693
35.450	-15.523
35.460	-20.640
35.470	-14.663
35.480	-18.533
35.490	-10.320
35.500	-15.093
35.510	-10.363
35.520	-6.880
35.530	-6.063
35.540	-4.773
35.550	-4.730
35.560	-0.473
35.570	1.247
35.580	4.257
35.590	6.020
35.600	4.687
35.610	5.547
35.620	13.330
35.630	14.577
35.640	8.987
35.650	20.167
35.660	13.760
35.670	19.737
35.680	17.157
35.690	22.747
35.700	20.210
35.710	21.457
35.720	24.037
35.730	23.177
35.740	22.360
35.750	23.607
35.760	24.897
35.770	22.317
35.780	22.360
35.790	24.467
35.800	16.727
35.810	22.747
35.820	19.350
35.830	19.307
35.840	20.167
35.850	14.620
35.860	15.437
35.870	16.727
35.880	6.407
35.890	14.190
35.900	10.277
35.910	4.687
35.920	2.537
35.930	3.870
35.940	0.387
35.950	-0.903
35.960	-1.720
35.970	-3.483
35.980	-3.053
35.990	-9.460
36.000	-15.523
36.010	-6.063
36.020	-15.480
36.030	-17.673
36.040	-12.083
36.050	-21.930
36.060	-17.243
36.070	-19.393
36.080	-22.790
36.090	-20.253
36.100	-23.263
36.110	-19.350
36.120	-22.833
36.130	-24.510
36.140	-23.693
36.150	-21.543
36.160	-23.650
36.170	-25.413
36.180	-18.533
36.190	-21.930
36.200	-23.263
36.210	-14.663
36.220	-22.790
36.230	-12.943
36.240	-20.683
36.250	-9.460
36.260	-11.653
36.270	-14.663
36.280	-7.310
36.290	-3.913
36.300	-5.633
36.310	-5.160
36.320	-1.333
36.330	0.387
36.340	3.440
36.350	5.547
36.360	4.257
36.370	4.687
36.380	11.180
36.390	14.577
36.400	11.137
36.410	15.910
36.420	15.867
36.430	17.587
36.440	18.447
36.450	21.070
36.460	19.307
36.470	22.747
36.480	21.887
36.490	21.500
36.500	24.037
36.510	23.607
36.520	24.037
36.530	21.930
36.540	21.887
36.550	21.457
36.560	21.027
36.570	24.080
36.580	16.727
36.590	22.747
36.600	14.577
36.610	20.640
36.620	10.707
36.630	20.597
36.640	7.697
36.650	10.750
36.660	13.287
36.670	5.977
36.680	3.870
36.690	3.397
36.700	-0.043
36.710	0.860
36.720	-2.193
36.730	-2.623
36.740	-3.053
36.750	-7.740
36.760	-15.523
36.770	-7.783
36.780	-9.890
36.790	-19.823
36.800	-11.223
36.810	-23.220
36.820	-11.653
36.830	-19.823
36.840	-20.210
36.850	-20.683
36.860	-21.930
36.870	-22.403
36.880	-23.263
36.890	-22.790
36.900	-22.403
36.910	-23.693
36.920	-24.080
36.930	-21.113
36.940	-21.113
36.950	-24.510
36.960	-18.103
36.970	-20.683
36.980	-18.920
36.990	-15.953
37.000	-15.953
37.010	-17.200
37.020	-8.213
37.030	-13.803
37.040	-12.040
37.050	-4.773
37.060	-4.773
37.070	-3.870
37.080	-1.333
37.090	-0.903
37.100	1.720
37.110	4.257
37.120	3.397
37.130	5.590
37.140	8.557
37.150	14.147
37.160	11.567
37.170	12.470
37.180	17.587
37.190	15.007
37.200	21.027
37.210	15.910
37.220	21.457
37.230	23.177
37.240	18.017
37.250	24.510
37.260	23.177
37.270	22.317
37.280	22.747
37.290	23.220
37.300	23.177
37.310	21.457
37.320	20.167
37.330	20.210
37.340	21.457
37.350	18.447
37.360	19.350
37.370	18.447
37.380	14.147
37.390	13.287
37.400	18.490
37.410	5.977
37.420	9.847
37.430	12.857
37.440	6.880
37.450	0.817
37.460	1.247
37.470	0.860
37.480	-1.333
37.490	-2.623
37.500	-1.720
37.510	-9.073
37.520	-14.233
37.530	-5.160
37.540	-9.933
37.550	-19.393
37.560	-8.600
37.570	-24.123
37.580	-10.363
37.590	-24.080
37.600	-17.673
37.610	-21.543
37.620	-21.500
37.630	-22.403
37.640	-22.833
37.650	-21.500
37.660	-21.543
37.670	-22.833
37.680	-22.360
37.690	-19.823
37.700	-24.983
37.710	-20.640
37.720	-18.963
37.730	-22.790
37.740	-15.523
37.750	-19.823
37.760	-13.330
37.770	-19.823
37.780	-9.073
37.790	-11.180
37.800	-13.803
37.810	-6.493
37.820	-5.590
37.830	-3.483
37.840	-1.763
37.850	-1.333
37.860	2.580
37.870	1.677
37.880	2.967
37.890	5.590
37.900	8.127
37.910	12.427
37.920	11.180
37.930	11.137
37.940	18.017
37.950	14.147
37.960	20.640
37.970	14.577
37.980	22.747
37.990	20.597
38.000	19.780
38.010	24.037
38.020	21.027
38.030	22.747
38.040	22.790
38.050	22.747
38.060	22.747
38.070	22.317
38.080	21.930
38.090	21.027
38.100	21.027
38.110	18.017
38.120	20.640
38.130	12.427
38.140	19.737
38.150	10.277
38.160	18.490
38.170	8.557
38.180	8.557
38.190	12.040
38.200	7.697
38.210	2.967
38.220	1.247
38.230	1.720
38.240	-0.903
38.250	-2.623
38.260	-1.720
38.270	-6.493
38.280	-12.513
38.290	-9.890
38.300	-6.923
38.310	-18.103
38.320	-11.610
38.330	-13.803
38.340	-16.813
38.350	-18.920
38.360	-19.393
38.370	-20.683
38.380	-20.640
38.390	-23.263
38.400	-20.253
38.410	-23.220
38.420	-22.833
38.430	-23.220
38.440	-21.973
38.450	-22.403
38.460	-24.080
38.470	-18.533
38.480	-22.403
38.490	-20.210
38.500	-16.813
38.510	-20.683
38.520	-13.760
38.530	-17.673
38.540	-12.083
38.550	-9.460
38.560	-13.373
38.570	-10.793
38.580	-5.160
38.590	-2.623
38.600	-3.053
38.610	-1.720
38.620	1.247
38.630	1.677
38.640	2.580
38.650	4.687
38.660	5.547
38.670	13.287
38.680	12.900
38.690	7.697
38.700	20.597
38.710	12.427
38.720	18.060
38.730	17.157
38.740	21.887
38.750	16.297
38.760	24.080
38.770	22.747
38.780	18.447
38.790	25.327
38.800	20.640
38.810	21.027
38.820	23.607
38.830	23.177
38.840	22.360
38.850	20.597
38.860	20.597
38.870	19.350
38.880	22.317
38.890	12.427
38.900	23.607
38.910	9.460
38.920	15.007
38.930	15.867
38.940	4.257
38.950	9.460
38.960	13.717
38.970	3.827
38.980	2.150
38.990	1.677
39.000	-0.903
39.010	-0.473
39.020	-2.580
39.030	-5.633
39.040	-11.653
39.050	-10.750
39.060	-5.633
39.070	-15.523
39.080	-14.620
39.090	-12.943
39.100	-19.823
39.110	-15.050
39.120	-21.543
39.130	-18.103
39.140	-21.070
39.150	-21.113
39.160	-21.070
39.170	-24.553
39.180	-21.543
39.190	-21.930
39.200	-21.543
39.210	-22.403
39.220	-20.210
39.230	-23.263
39.240	-21.543
39.250	-17.630
39.260	-22.403
39.270	-15.093
39.280	-18.920
39.290	-12.083
39.300	-18.533
39.310	-9.890
39.320	-9.073
39.330	-12.083
39.340	-8.600
39.350	-4.773
39.360	-2.623
39.370	-1.720
39.380	0.387
39.390	1.247
39.400	1.720
39.410	4.687
39.420	6.407
39.430	12.427
39.440	10.750
39.450	8.557
39.460	18.447
39.470	12.470
39.480	16.727
39.490	18.017
39.500	19.737
39.510	16.770
39.520	24.037
39.530	18.447
39.540	21.457
39.550	24.510
39.560	21.457
39.570	22.317
39.580	22.747
39.590	22.360
39.600	21.457
39.610	22.317
39.620	18.877
39.630	21.930
39.640	17.587
39.650	18.017
39.660	16.727
39.670	14.190
39.680	9.417
39.690	18.877
39.700	8.170
39.710	7.267
39.720	9.417
39.730	8.557
39.740	4.730
39.750	1.247
39.760	-0.043
39.770	0.430
39.780	-3.483
39.790	-8.213
39.800	-11.180
39.810	-6.923
39.820	-4.343
39.830	-18.060
39.840	-12.943
39.850	-9.933
39.860	-21.930
39.870	-15.093
39.880	-18.963
39.890	-20.210
39.900	-19.393
39.910	-18.533
39.920	-20.640
39.930	-23.693
39.940	-20.253
39.950	-22.790
39.960	-23.693
39.970	-21.543
39.980	-19.780
39.990	-23.263
40.000	-21.113
40.010	-18.060
40.020	-21.973
40.030	-14.190
40.040	-21.973
40.050	-10.793
40.060	-18.060
40.070	-11.223
40.080	-7.353
40.090	-13.330
40.100	-9.933
40.110	-4.343
40.120	-3.483
40.130	-1.290
40.140	0.387
40.150	0.387
40.160	2.580
40.170	2.967
40.180	5.547
40.190	12.900
40.200	10.277
40.210	7.267
40.220	17.587
40.230	13.760
40.240	14.147
40.250	19.737
40.260	17.157
40.270	18.920
40.280	22.747
40.290	18.017
40.300	23.607
40.310	19.350
40.320	20.167
40.330	23.607
40.340	23.177
40.350	20.640
40.360	22.747
40.370	21.457
40.380	19.350
40.390	22.747
40.400	16.727
40.410	19.737
40.420	14.620
40.430	18.877
40.440	11.137
40.450	16.297
40.460	10.320
40.470	6.407
40.480	8.987
40.490	8.987
40.500	5.590
40.510	1.677
40.520	-0.043
40.530	0.000
40.540	-2.193
40.550	-5.633
40.560	-8.600
40.570	-10.363
40.580	-4.343
40.590	-12.470
40.600	-16.813
40.610	-9.073
40.620	-21.070
40.630	-13.373
40.640	-17.243
40.650	-18.060
40.660	-20.683
40.670	-19.823
40.680	-21.930
40.690	-21.973
40.700	-20.683
40.710	-24.080
40.720	-21.113
40.730	-21.500
40.740	-23.263
40.750	-21.973
40.760	-18.060
40.770	-23.263
40.780	-16.813
40.790	-19.350
40.800	-18.963
40.810	-14.663
40.820	-13.330
40.830	-19.393
40.840	-5.633
40.850	-9.890
40.860	-10.793
40.870	-8.213
40.880	-4.730
40.890	-0.473
40.900	-0.903
40.910	0.430
40.920	2.107
40.930	2.537
40.940	4.257
40.950	11.180
40.960	10.707
40.970	7.267
40.980	13.330
40.990	17.157
41.000	11.997
41.010	21.027
41.020	12.470
41.030	23.607
41.040	17.157
41.050	19.737
41.060	25.370
41.070	17.587
41.080	22.747
41.090	23.177
41.100	21.500
41.110	20.597
41.120	24.037
41.130	19.307
41.140	23.220
41.150	17.587
41.160	17.587
41.170	18.877
41.180	16.770
41.190	15.437
41.200	18.017
41.210	8.170
41.220	18.017
41.230	8.557
41.240	3.827
41.250	6.880
41.260	9.847
41.270	5.547
41.280	1.290
41.290	0.817
41.300	-2.623
41.310	-6.493
41.320	-9.890
41.330	-6.923
41.340	-1.763
41.350	-13.760
41.360	-16.813
41.370	-6.063
41.380	-21.070
41.390	-13.803
41.400	-18.533
41.410	-17.200
41.420	-21.543
41.430	-17.673
41.440	-22.790
41.450	-18.533
41.460	-24.080
41.470	-21.543
41.480	-19.823
41.490	-20.640
41.500	-22.833
41.510	-18.103
41.520	-22.360
41.530	-21.973
41.540	-15.953
41.550	-22.360
41.560	-13.803
41.570	-19.393
41.580	-12.040
41.590	-13.803
41.600	-13.373
41.610	-8.600
41.620	-8.643
41.630	-10.363
41.640	-6.020
41.650	-2.623
41.660	-1.763
41.670	-0.430
41.680	2.107
41.690	2.537
41.700	6.020
41.710	10.707
41.720	8.557
41.730	8.127
41.740	12.470
41.750	15.007
41.760	12.427
41.770	19.307
41.780	12.900
41.790	22.317
41.800	16.297
41.810	21.027
41.820	22.360
41.830	18.877
41.840	22.317
41.850	23.220
41.860	20.167
41.870	23.177
41.880	21.027
41.890	19.780
41.900	22.317
41.910	18.877
41.920	19.307
41.930	18.490
41.940	18.017
41.950	14.577
41.960	17.157
41.970	10.320
41.980	13.717
41.990	11.997
42.000	5.547
42.010	7.740
42.020	6.407
42.030	5.117
42.040	3.870
42.050	-0.043
42.060	-2.193
42.070	-3.870
42.080	-8.213
42.090	-7.353
42.100	-5.160
42.110	-10.793
42.120	-15.093
42.130	-9.030
42.140	-16.813
42.150	-14.663
42.160	-17.200
42.170	-18.963
42.180	-18.103
42.190	-20.210
42.200	-21.113
42.210	-20.253
42.220	-22.360
42.230	-21.973
42.240	-20.683
42.250	-22.360
42.260	-23.263
42.270	-18.103
42.280	-24.510
42.290	-17.673
42.300	-18.963
42.310	-21.930
42.320	-12.943
42.330	-21.930
42.340	-11.653
42.350	-13.373
42.360	-16.770
42.370	-6.063
42.380	-7.783
42.390	-12.040
42.400	-7.353
42.410	-3.053
42.420	-1.763
42.430	-0.430
42.440	1.677
42.450	2.537
42.460	5.160
42.470	8.127
42.480	10.277
42.490	9.417
42.500	8.170
42.510	17.587
42.520	12.427
42.530	15.910
42.540	15.867
42.550	20.597
42.560	15.437
42.570	23.650
42.580	16.727
42.590	22.317
42.600	23.607
42.610	19.780
42.620	18.877
42.630	24.037
42.640	19.737
42.650	21.930
42.660	21.887
42.670	19.737
42.680	20.167
42.690	16.770
42.700	21.457
42.710	11.567
42.720	21.027
42.730	10.320
42.740	13.287
42.750	13.717
42.760	6.880
42.770	5.547
42.780	7.267
42.790	6.837
42.800	5.590
42.810	-0.473
42.820	-1.763
42.830	-3.010
42.840	-8.213
42.850	-8.213
42.860	-3.440
42.870	-6.493
42.880	-15.953
42.890	-11.610
42.900	-11.653
42.910	-19.393
42.920	-12.900
42.930	-21.113
42.940	-15.523
42.950	-21.500
42.960	-19.393
42.970	-21.543
42.980	-20.210
42.990	-22.833
43.000	-21.113
43.010	-20.210
43.020	-18.963
43.030	-22.360
43.040	-21.973
43.050	-17.673
43.060	-22.360
43.070	-16.813
43.080	-19.393
43.090	-15.050
43.100	-18.533
43.110	-10.793
43.120	-15.480
43.130	-12.083
43.140	-6.493
43.150	-8.600
43.160	-8.643
43.170	-6.493
43.180	-3.440
43.190	-0.903
43.200	-0.473
43.210	1.677
43.220	6.020
43.230	8.127
43.240	8.557
43.250	7.740
43.260	7.267
43.270	18.017
43.280	11.137
43.290	14.190
43.300	19.737
43.310	15.007
43.320	18.920
43.330	20.597
43.340	17.157
43.350	22.317
43.360	21.070
43.370	19.737
43.380	22.317
43.390	21.887
43.400	21.070
43.410	21.027
43.420	21.027
43.430	20.167
43.440	18.920
43.450	19.307
43.460	16.727
43.470	18.017
43.480	14.190
43.490	16.297
43.500	9.847
43.510	11.567
43.520	14.190
43.530	4.257
43.540	-0.043
43.550	4.300
43.560	5.977
43.570	2.967
43.580	-1.333
43.590	-2.580
43.600	-6.493
43.610	-3.053
43.620	-3.440
43.630	-8.213
43.640	-15.953
43.650	-8.170
43.660	-12.943
43.670	-15.523
43.680	-12.040
43.690	-21.113
43.700	-15.523
43.710	-20.640
43.720	-19.823
43.730	-19.823
43.740	-21.070
43.750	-19.393
43.760	-22.790
43.770	-20.683
43.780	-20.253
43.790	-22.790
43.800	-19.393
43.810	-19.393
43.820	-21.500
43.830	-16.813
43.840	-20.253
43.850	-12.900
43.860	-21.113
43.870	-9.503
43.880	-13.330
43.890	-13.373
43.900	-7.353
43.910	-7.740
43.920	-7.783
43.930	-7.353
43.940	-3.440
43.950	-0.903
43.960	-0.473
43.970	1.720
43.980	5.117
43.990	6.837
44.000	8.127
44.010	8.170
44.020	6.837
44.030	16.727
44.040	11.180
44.050	13.287
44.060	18.877
44.070	15.007
44.080	18.490
44.090	20.167
44.100	17.587
44.110	20.167
44.120	18.060
44.130	22.747
44.140	20.597
44.150	22.317
44.160	20.640
44.170	22.747
44.180	18.877
44.190	21.027
44.200	18.920
44.210	19.737
44.220	15.867
44.230	20.167
44.240	11.610
44.250	17.587
44.260	11.567
44.270	10.750
44.280	13.717
44.290	7.267
44.300	3.397
44.310	5.590
44.320	4.257
44.330	3.827
44.340	0.860
44.350	-3.053
44.360	-6.063
44.370	-4.730
44.380	-5.203
44.390	-5.633
44.400	-12.900
44.410	-13.373
44.420	-9.073
44.430	-18.490
44.440	-12.083
44.450	-18.533
44.460	-14.190
44.470	-20.253
44.480	-17.673
44.490	-21.070
44.500	-20.253
44.510	-21.113
44.520	-21.500
44.530	-21.543
44.540	-21.113
44.550	-21.500
44.560	-19.823
44.570	-22.833
44.580	-17.200
44.590	-19.393
44.600	-18.963
44.610	-16.770
44.620	-16.813
44.630	-15.480
44.640	-10.793
44.650	-16.813
44.660	-8.600
44.670	-6.493
44.680	-7.353
44.690	-9.933
44.700	-8.170
44.710	-0.903
44.720	-2.193
44.730	2.150
44.740	6.407
44.750	6.837
44.760	10.750
44.770	6.407
44.780	2.967
44.790	16.297
44.800	15.050
44.810	8.557
44.820	21.457
44.830	11.610
44.840	21.887
44.850	14.577
44.860	22.747
44.870	16.770
44.880	21.457
44.890	22.747
44.900	19.737
44.910	21.070
44.920	21.457
44.930	21.027
44.940	21.027
44.950	18.920
44.960	21.457
44.970	17.587
44.980	15.007
44.990	18.920
45.000	15.007
45.010	13.287
45.020	19.307
45.030	5.590
45.040	13.287
45.050	13.717
45.060	3.870
45.070	2.967
45.080	2.107
45.090	2.537
45.100	2.150
45.110	-1.763
45.120	-3.483
45.130	-1.290
45.140	-3.053
45.150	-4.343
45.160	-15.050
45.170	-11.223
45.180	-5.203
45.190	-20.640
45.200	-12.513
45.210	-16.383
45.220	-17.630
45.230	-18.103
45.240	-17.673
45.250	-19.780
45.260	-20.683
45.270	-20.253
45.280	-20.210
45.290	-22.833
45.300	-20.253
45.310	-19.780
45.320	-21.113
45.330	-18.060
45.340	-18.103
45.350	-20.683
45.360	-15.480
45.370	-21.113
45.380	-11.653
45.390	-19.350
45.400	-11.223
45.410	-11.223
45.420	-14.620
45.430	-7.353
45.440	-5.633
45.450	-6.880
45.460	-4.773
45.470	-3.913
45.480	-1.333
45.490	1.720
45.500	2.537
45.510	4.687
45.520	7.740
45.530	5.547
45.540	6.407
45.550	13.760
45.560	11.997
45.570	10.707
45.580	18.877
45.590	12.040
45.600	21.027
45.610	14.577
45.620	21.027
45.630	17.200
45.640	21.027
45.650	19.737
45.660	21.027
45.670	21.070
45.680	20.597
45.690	20.597
45.700	21.027
45.710	18.490
45.720	21.027
45.730	17.157
45.740	20.167
45.750	15.480
45.760	17.157
45.770	13.287
45.780	16.340
45.790	9.417
45.800	11.137
45.810	11.997
45.820	6.450
45.830	5.117
45.840	2.537
45.850	2.150
45.860	2.107
45.870	-1.333
45.880	-1.333
45.890	-3.870
45.900	-4.343
45.910	-4.773
45.920	-12.470
45.930	-11.653
45.940	-7.783
45.950	-16.770
45.960	-13.803
45.970	-15.093
45.980	-17.200
45.990	-18.103
46.000	-17.673
46.010	-19.780
46.020	-20.683
46.030	-19.350
46.040	-20.683
46.050	-20.683
46.060	-21.500
46.070	-20.253
46.080	-21.543
46.090	-18.920
46.100	-19.823
46.110	-21.113
46.120	-14.620
46.130	-23.263
46.140	-9.503
46.150	-20.640
46.160	-11.223
46.170	-10.363
46.180	-17.200
46.190	-5.203
46.200	-6.063
46.210	-8.170
46.220	-6.063
46.230	-5.633
46.240	-2.150
46.250	2.537
46.260	2.107
46.270	5.590
46.280	8.127
46.290	6.407
46.300	5.117
46.310	9.890
46.320	16.297
46.330	10.707
46.340	15.007
46.350	15.910
46.360	16.297
46.370	17.587
46.380	19.350
46.390	18.447
46.400	21.887
46.410	17.587
46.420	19.780
46.430	21.887
46.440	18.877
46.450	21.887
46.460	21.070
46.470	20.167
46.480	20.167
46.490	17.157
46.500	21.070
46.510	15.007
46.520	18.447
46.530	12.857
46.540	17.200
46.550	11.137
46.560	8.987
46.570	10.750
46.580	10.707
46.590	2.107
46.600	-6.923
46.610	3.010
46.620	1.247
46.630	-0.043
46.640	-0.430
46.650	-1.333
46.660	2.967
46.670	0.000
46.680	-10.363
46.690	-22.833
46.700	3.440
46.710	-10.793
46.720	-18.963
46.730	-9.890
46.740	-20.253
46.750	-15.093
46.760	-19.780
46.770	-18.533
46.780	-19.393
46.790	-19.350
46.800	-21.973
46.810	-19.823
46.820	-20.640
46.830	-22.833
46.840	-15.953
46.850	-19.780
46.860	-22.403
46.870	-15.523
46.880	-21.500
46.890	-14.663
46.900	-18.963
46.910	-14.190
46.920	-16.383
46.930	-10.363
46.940	-12.900
46.950	-12.513
46.960	-6.923
46.970	-6.020
46.980	-4.343
46.990	-6.063
